"item_id","name","classname","name_id","type","material","weight","invgfx","grdgfx","itemdesc_id","ac","safenchant","use_royal","use_knight","use_mage","use_elf","use_darkelf","use_dragonknight","use_illusionist","add_str","add_con","add_dex","add_int","add_wis","add_cha","add_hp","add_mp","add_hpr","add_mpr","add_sp","min_lvl","max_lvl","m_def","haste_item","damage_reduction","weight_reduction","hit_modifier","dmg_modifier","bow_hit_modifier","bow_dmg_modifier","bless","trade","cant_delete","max_use_time","defense_water","defense_wind","defense_fire","defense_earth","regist_stun","regist_stone","regist_sleep","regist_freeze","regist_sustain","regist_blind","greater","note","note2"
"20364","將軍項鏈","0","$4451","amulet","bone","10000","2223","5544","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","80","50","3","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,
"20365","大將軍項鏈","0","$4452","amulet","bone","10000","2224","5545","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","100","50","4","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","20","0","0","0","0","0",,
"20366","王族鱗甲","0","$10049","armor","dragonscale","150000","901","3840","0","-12","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20367","騎士盔甲","0","$10059","armor","iron","250000","899","9","0","-13","-1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20368","妖精皮盔甲","0","$10053","armor","leather","150000","898","9","0","-12","-1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20369","法師長袍","0","$10083","armor","cloth","30000","900","3771","0","-9","-1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20370","歷戰鬥篷","0","$10065","cloak","silver","5000","1087","2937","0","-6","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20371","歷戰長靴","0","$10064","boots","iron","10000","509","25","0","-9","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20372","歷戰手套","0","$10066","glove","iron","10000","506","182","0","-6","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20373","歷戰頭盔","0","$10063","helm","iron","35000","507","18","0","-7","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20374","歷戰盾牌","0","$10068","shield","iron","50000","508","23","0","-9","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20375","歷戰T恤","0","$10067","T","blackmithril","5000","1829","24","0","-5","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20376","王族項鏈","0","$10075","amulet","gemstone","5000","1192","3163","0","0","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20377","騎士項鏈","0","$10090","amulet","gemstone","5000","1187","3158","0","0","-1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20378","妖精項鏈","0","$10054","amulet","gemstone","5000","1188","3159","0","0","-1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20379","法師項鏈","0","$10069","amulet","gemstone","5000","1190","3161","0","0","-1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20380","南瓜魔法帽","0","$4323","helm","leather","25000","2259","2474","0","-1","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20381","華麗頭飾","0","$4388","helm","leather","20000","2232","5603","2104","0","4","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","可以看到隱身的怪物",
"20382","紅色面具","0","$4946","helm","mithril","5000","2466","5961","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：紅色妖魔，行走加速，武器防具會全部自動脫掉",
"20383","軍馬頭盔","0","$5163","helm","leather","25000","2538","6098","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：騎馬狀態，可以使用50次，使用次數沒了可以向騎士隊長付費填充",
"20384","王族頭盔","0","$1765","helm","leather","30000","445","18","0","-2","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20385","騎士頭盔","0","$1761","helm","leather","30000","456","18","0","-2","-1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20386","精靈皮頭盔","0","$1901","helm","leather","30000","445","18","0","-2","-1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20387","法師頭盔","0","$1769","helm","leather","30000","445","18","0","-2","-1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20388","黑暗妖精頭盔","0","$2537","helm","leather","30000","1050","2894","0","-2","-1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20389","ID．妖精頭盔","0","$4000","helm","leather","3000","53","18","1854","-2","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20390","真．冥皇面甲","0","$4380","helm","blackmithril","40000","2163","5313","0","-6","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20391","王族盔甲","0","$1763","armor","leather","150000","301","9","0","-4","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20392","精靈皮盔甲","0","$1899","armor","leather","150000","284","9","0","-4","-1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20393","ID．妖精金甲","0","$3999","armor","oriharukon","80000","275","9","1856","-4","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20394","騎士盔甲","0","$1759","armor","leather","30000","301","9","0","-5","-1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20395","真．冥皇鎧甲","0","$4378","armor","blackmithril","100000","2162","5308","0","-10","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20396","守護者之盾","0","$4430","shield","platinum","1000","1973","5030","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3","0","0","0","0","0","-1",,
"20397","王族盾牌","0","$1764","shield","leather","30000","449","23","0","-2","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20398","騎士盾牌","0","$1760","shield","leather","30000","449","23","0","-2","-1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20399","法師斗蓬","0","$1767","cloak","cloth","150000","265","3808","0","-2","-1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20400","黑暗妖精斗篷","0","$2539","cloak","cloth","150000","1053","2896","0","-2","-1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20401","ID．妖精斗篷","0","$4002","cloak","cloth","10000","28","3814","1857","-2","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20402","真．冥皇披風","0","$4381","cloak","blackmithril","10000","2164","5310","0","-7","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20403","精靈皮長靴","0","$1900","boots","leather","30000","461","25","0","-2","-1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20404","法師長靴","0","$1768","boots","leather","30000","461","25","0","-2","-1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20405","黑暗妖精長靴","0","$2538","boots","leather","30000","1052","2895","0","-2","-1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20406","ID．妖精鋼靴","0","$4001","boots","iron","15000","509","25","1855","-2","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20407","軍靴","0","$4067","boots","leather","30000","2130","5254","0","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20408","真．冥皇鋼靴","0","$4379","boots","blackmithril","30000","2166","5309","0","-7","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20409","ID．妖精腕甲","0","$3998","glove","leather","10000","327","3964","1853","-1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20410","真．冥皇護手","0","$4377","glove","blackmithril","30000","2165","5403","0","-5","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20411","苦痛項鏈","0","$4389","amulet","bone","10000","2234","5599","2105","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0",,
"20412","厄運項鏈","0","$4390","amulet","bone","10000","2235","5598","2106","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","1",,
"20413","希望項鏈","0","$1649","amulet","mithril","5000","613","8","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20414","幸運項鏈","0","$1648","amulet","mithril","5000","612","8","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20415","熱情項鏈","0","$1647","amulet","mithril","5000","610","8","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20416","真實項鏈","0","$1646","amulet","mithril","5000","611","8","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20417","奇跡項鏈","0","$1650","amulet","mithril","5000","609","8","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20418","慈愛項鏈","0","$3241","amulet","mithril","5000","1613","8","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20419","高等熊項鏈","0","$4945","amulet","iron","5000","2470","5964","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","變身：高等熊",
"20420","招財貓領巾","0","$4623","amulet","cloth","5000","2271","5675","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","變身：招財貓",
"20421","伊莉絲項鏈","0","$4341","amulet","gemstone","5000","2172","5314","2053","0","4","1","1","1","1","1","1","1","1","0","1","0","0","-1","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20422","發光的古老項鏈","0","$4838","amulet","gold","5000","2446","8","0","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","30","50","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
"20423","詛咒的紅色耳環","0","$4093","amulet","gold","1000","2028","5095","1816","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20424","詛咒的藍色耳環","0","$4094","amulet","gold","1000","2031","5105","1817","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20425","詛咒的綠色耳環","0","$4095","amulet","gold","1000","2026","5093","1818","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20426","光之項鏈","0","$4963","amulet","gemstone","5000","2506","8","0","-1","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20427","友友幸運符","0","$1205","amulet","mithril","1000","304","8","0","-3","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","3","3","3","0","0","0","0","0","0","3",,
"20428","希望戒指","0","$1689","ring","gold","3000","666","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20429","熱情戒指","0","$1692","ring","gold","3000","669","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20430","幸運戒指","0","$1690","ring","gold","3000","667","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20431","真實戒指","0","$1693","ring","gold","3000","670","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20432","奇跡戒指","0","$1691","ring","gold","3000","668","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20433","勇氣戒指","0","$3240","ring","gold","3000","1615","3975","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20434","伊莉絲戒指","0","$4342","ring","gold","3000","2173","5315","2054","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","15","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,
"20435","土靈戒指(男爵)","0","$4555","ring","gold","3000","2300","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0",,
"20436","水靈戒指(男爵)","0","$4547","ring","gold","3000","2298","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","5","0","0","0","0","0","0","0","0","0","0",,
"20437","火靈戒指(男爵)","0","$4539","ring","gold","3000","2304","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","5","0","0","0","0","0","0","0","0",,
"20438","風靈戒指(男爵)","0","$4563","ring","gold","3000","2302","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","5","0","0","0","0","0","0","0","0","0",,
"20439","土靈戒指(伯爵)","0","$4556","ring","gold","3000","2300","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","10","0","0","0","0","0","0","0",,
"20440","水靈戒指(伯爵)","0","$4548","ring","gold","3000","2298","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","10","0","0","0","0","0","0","0","0","0","0",,
"20441","火靈戒指(伯爵)","0","$4540","ring","gold","3000","2304","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","10","0","0","0","0","0","0","0","0",,
"20442","風靈戒指(伯爵)","0","$4564","ring","gold","3000","2302","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","10","0","0","0","0","0","0","0","0","0",,
"20443","土靈戒指(公爵)","0","$4557","ring","gold","3000","2300","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","15","0","1","0","0","0","0","0",,
"20444","水靈戒指(公爵)","0","$4549","ring","gold","3000","2298","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","15","0","0","0","0","0","0","1","0","0","0",,
"20445","火靈戒指(公爵)","0","$4541","ring","gold","3000","2304","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","15","0","1","0","0","0","0","0","0",,
"20446","風靈戒指(公爵)","0","$4565","ring","gold","3000","2302","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","15","0","0","0","0","1","0","0","0","0",,
"20447","土靈戒指(君主)","0","$4558","ring","gold","3000","2300","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","20","0","1","0","0","0","0","0",,
"20448","水靈戒指(君主)","0","$4550","ring","gold","3000","2298","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","20","0","0","0","0","0","0","1","0","0","0",,
"20449","火靈戒指(君主)","0","$4542","ring","gold","3000","2304","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","20","0","2","0","0","0","0","0","0",,
"20450","風靈戒指(君主)","0","$4566","ring","gold","3000","2302","21","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","20","0","0","0","0","1","0","0","0","0",,
"20451","英雄戒指","0","英雄 $90","ring","gold","3000","2066","21","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20452","德雷克頭巾","0","德雷克頭巾","helm","cloth","20000","2517","18","0","0","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：德雷克",
"20453","艾莉絲變身頭巾","0","艾莉絲變身頭巾","helm","cloth","20000","2517","18","0","0","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：艾莉絲",
"20454","騎士范德變身頭巾","0","騎士范德變身頭巾","helm","cloth","20000","2517","18","0","0","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：騎士范德",
"20455","思克巴女皇變身頭巾","0","思克巴女皇變身頭巾","helm","cloth","20000","2517","18","0","0","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：思克巴女皇",
"20456","紅色足球衣","0","紅色足球衣","T","cloth","0","2074","5226","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：紅衣足球員",
"20457","藍色足球衣","0","藍色足球衣","T","cloth","0","2075","5225","0","0","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：藍衣足球員",
"20458","紅色妖魔面具","0","$5229","helm","mithril","5000","2466","5961","0","0","4","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","變身：紅色妖魔，行走加速，武器防具會全部自動脫掉",
"20459","紅色妖魔耳環","0","$5230","earring","leather","1000","2601","6285","0","0","4","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20460","榮譽項鏈","0","$4038","amulet","gemstone","0","2025","8","0","0","-1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20461","LoD紀念耳環","0","LoD紀念耳環","earring","gold","1000","2978","7071","1495","2","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","50","0","0","0","0","0","0","0","5","0","6","0","8","0","1","0","0","0","0","0","0","0","0","0","0","5","2","2","3",,
"20462","LoD紀念項鍊","0","LoD紀念項鍊","amulet","gold","1000","611","8","1492","2","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","50","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","0","2","2","3",,
"20463","LoD紀念戒指","0","LoD紀念戒指","ring","gold","1000","1772","4349","1493","2","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","50","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","5","0","0","0","10","3",,
"20464","LoD紀念腰带","0","LoD紀念腰带","belt","gold","1000","3045","6955","1494","2","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","2","2","3",,
"21000","思克巴耳飾","0","$1000衣裝","earring","leather","0","2275","3963","0","0","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"21001","雪人耳飾","0","$1783 衣裝","earring","leather","0","25","67","0","0","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
